Iteration,Turn,Duration
Iteration 1,Turn 0,24.49358559999996
Iteration 1,Turn 1,25.854770099999996
Iteration 1,Turn 2,29.567680399999972
Iteration 1,Turn 3,28.686044400000128
Iteration 1,Turn 4,24.73641909999992
Iteration 2,Turn 0,26.360757700000022
Iteration 2,Turn 1,31.346041400000104
Iteration 2,Turn 2,19.934215600000016
Iteration 2,Turn 3,16.610695100000157
Iteration 2,Turn 4,18.90184679999993
Iteration 3,Turn 0,18.013713499999994
Iteration 3,Turn 1,25.59516860000008
Iteration 3,Turn 2,20.219621599999982
Iteration 3,Turn 3,27.871201100000008
Iteration 3,Turn 4,22.8293592
Iteration 4,Turn 0,19.123669500000005
Iteration 4,Turn 1,19.04633110000009
Iteration 4,Turn 2,20.43314190000001
Iteration 4,Turn 3,21.562930499999993
Iteration 4,Turn 4,19.922007899999926
Iteration 5,Turn 0,17.675379699999894
Iteration 5,Turn 1,20.31204099999991
Iteration 5,Turn 2,18.56614680000007
Iteration 5,Turn 3,17.204398099999935
Iteration 5,Turn 4,18.34682470000007
Iteration 6,Turn 0,16.29182680000008
Iteration 6,Turn 1,26.123623799999905
Iteration 6,Turn 2,19.418656300000066
Iteration 6,Turn 3,21.789788399999907
Iteration 6,Turn 4,18.563499600000114
Iteration 7,Turn 0,22.402297999999973
Iteration 7,Turn 1,24.512197000000015
Iteration 7,Turn 2,18.399631699999873
Iteration 7,Turn 3,18.22119530000009
Iteration 7,Turn 4,20.98865529999989
Iteration 8,Turn 0,19.545602300000155
Iteration 8,Turn 1,18.5707539
Iteration 8,Turn 2,20.397314199999983
Iteration 8,Turn 3,27.595435499999894
Iteration 8,Turn 4,27.751740100000006
Iteration 9,Turn 0,25.740968300000077
Iteration 9,Turn 1,36.38931270000012
Iteration 9,Turn 2,18.610781100000167
Iteration 9,Turn 3,26.001049200000125
Iteration 9,Turn 4,17.51196200000004
Iteration 10,Turn 0,26.79576739999993
Iteration 10,Turn 1,20.757643299999927
Iteration 10,Turn 2,25.682486300000164
Iteration 10,Turn 3,28.598128800000268
Iteration 10,Turn 4,20.69052160000001
Iteration 11,Turn 0,19.046456900000067
Iteration 11,Turn 1,21.46830689999979
Iteration 11,Turn 2,26.42845360000001
Iteration 11,Turn 3,19.523114899999655
Iteration 11,Turn 4,22.862815599999976
Iteration 12,Turn 0,30.601462199999787
Iteration 12,Turn 1,29.34715769999957
Iteration 12,Turn 2,23.213106199999856
Iteration 12,Turn 3,16.874556299999767
Iteration 12,Turn 4,19.349938800000018
Iteration 13,Turn 0,22.88857169999983
Iteration 13,Turn 1,15.956405800000084
Iteration 13,Turn 2,23.938230400000066
Iteration 13,Turn 3,16.498171400000047
Iteration 13,Turn 4,24.58612089999997
Iteration 14,Turn 0,18.363689599999816
Iteration 14,Turn 1,19.288151499999913
Iteration 14,Turn 2,16.613690099999985
Iteration 14,Turn 3,18.11830850000024
Iteration 14,Turn 4,17.712060500000007
Iteration 15,Turn 0,20.764187199999924
Iteration 15,Turn 1,17.628268099999787
Iteration 15,Turn 2,18.10567949999995
Iteration 15,Turn 3,17.91050630000018
Iteration 15,Turn 4,31.25603620000038
Iteration 16,Turn 0,19.80458980000003
Iteration 16,Turn 1,26.686321399999997
Iteration 16,Turn 2,22.861314399999628
Iteration 16,Turn 3,17.304812500000025
Iteration 16,Turn 4,17.252197400000114
Iteration 17,Turn 0,21.150863400000162
Iteration 17,Turn 1,20.431806100000358
Iteration 17,Turn 2,12.799461600000086
Iteration 17,Turn 3,34.4254848999999
Iteration 17,Turn 4,25.569255899999916
Iteration 18,Turn 0,13.218219999999747
Iteration 18,Turn 1,25.747215700000197
Iteration 18,Turn 2,19.03429210000013
Iteration 18,Turn 3,18.510067500000332
Iteration 18,Turn 4,25.30159619999995
Iteration 19,Turn 0,20.4900219000001
Iteration 19,Turn 1,31.06670189999977
Iteration 19,Turn 2,20.922290500000145
Iteration 19,Turn 3,21.77290519999997
Iteration 19,Turn 4,18.096076599999833
Iteration 20,Turn 0,33.418047300000126
Iteration 20,Turn 1,21.030107399999906
Iteration 20,Turn 2,13.634028899999976
Iteration 20,Turn 3,19.672759600000063
Iteration 20,Turn 4,26.902604899999915
Iteration 21,Turn 0,20.81569969999964
Iteration 21,Turn 1,24.311295900000005
Iteration 21,Turn 2,26.448849600000358
Iteration 21,Turn 3,21.586249199999656
Iteration 21,Turn 4,16.877488399999947
Iteration 22,Turn 0,27.87593949999973
Iteration 22,Turn 1,30.17683050000005
Iteration 22,Turn 2,24.411195399999997
Iteration 22,Turn 3,29.71891340000002
Iteration 22,Turn 4,18.22569190000013
Iteration 23,Turn 0,16.55560319999995
Iteration 23,Turn 1,21.447869900000114
Iteration 23,Turn 2,16.04570079999985
Iteration 23,Turn 3,22.889458000000104
Iteration 23,Turn 4,14.836025900000095
Iteration 24,Turn 0,17.95241999999962
Iteration 24,Turn 1,27.95741279999993
Iteration 24,Turn 2,17.381026999999904
Iteration 24,Turn 3,24.97035149999965
Iteration 24,Turn 4,23.954811500000233
Iteration 25,Turn 0,30.828908299999966
Iteration 25,Turn 1,26.960195699999986
Iteration 25,Turn 2,18.199426299999686
Iteration 25,Turn 3,28.415361800000028
Iteration 25,Turn 4,23.634517399999822
