Iteration,Turn,Duration
Iteration 1,Turn 0,97.44045970000025
Iteration 1,Turn 1,116.6444548999998
Iteration 1,Turn 2,89.42937100000017
Iteration 1,Turn 3,68.61355430000003
Iteration 1,Turn 4,108.81259260000024
Iteration 2,Turn 0,86.31532609999977
Iteration 2,Turn 1,80.32499689999986
Iteration 2,Turn 2,78.93142340000031
Iteration 2,Turn 3,86.04719569999997
Iteration 2,Turn 4,105.59842730000037
Iteration 3,Turn 0,95.68165839999983
Iteration 3,Turn 1,94.29740689999926
Iteration 3,Turn 2,86.03553550000015
Iteration 3,Turn 3,86.65840230000049
Iteration 3,Turn 4,95.1879300999999
Iteration 4,Turn 0,75.97480670000004
Iteration 4,Turn 1,83.7451560999998
Iteration 4,Turn 2,92.79294649999974
Iteration 4,Turn 3,87.80834620000041
Iteration 4,Turn 4,84.89690930000052
Iteration 5,Turn 0,86.11136950000036
Iteration 5,Turn 1,74.12121399999978
Iteration 5,Turn 2,83.04377910000039
Iteration 5,Turn 3,73.8848681999998
Iteration 5,Turn 4,93.63492739999947
Iteration 6,Turn 0,98.08129409999947
Iteration 6,Turn 1,94.30800360000012
Iteration 6,Turn 2,72.99512589999995
Iteration 6,Turn 3,74.92787109999972
Iteration 6,Turn 4,102.74895120000019
Iteration 7,Turn 0,86.51800640000056
Iteration 7,Turn 1,82.73845880000044
Iteration 7,Turn 2,91.05219820000002
Iteration 7,Turn 3,89.36303640000006
Iteration 7,Turn 4,116.16451510000024
Iteration 8,Turn 0,92.42261169999983
Iteration 8,Turn 1,83.61650439999994
Iteration 8,Turn 2,76.23265320000064
Iteration 8,Turn 3,73.73479659999975
Iteration 8,Turn 4,93.72284709999985
Iteration 9,Turn 0,100.36986950000028
Iteration 9,Turn 1,78.44553820000056
Iteration 9,Turn 2,82.94285309999941
Iteration 9,Turn 3,70.85287289999997
Iteration 9,Turn 4,101.84964659999969
Iteration 10,Turn 0,74.68328900000051
Iteration 10,Turn 1,76.45170429999962
Iteration 10,Turn 2,92.30036420000033
Iteration 10,Turn 3,87.24629129999994
Iteration 10,Turn 4,85.05207239999982
Iteration 11,Turn 0,103.08746599999904
Iteration 11,Turn 1,95.73529640000015
Iteration 11,Turn 2,75.77094059999945
Iteration 11,Turn 3,67.01564529999996
Iteration 11,Turn 4,95.50643880000098
Iteration 12,Turn 0,82.74324779999915
Iteration 12,Turn 1,105.9175923999992
Iteration 12,Turn 2,87.4170866000004
Iteration 12,Turn 3,88.75813589999962
Iteration 12,Turn 4,91.72506220000105
Iteration 13,Turn 0,103.18812919999982
Iteration 13,Turn 1,72.59718760000032
Iteration 13,Turn 2,72.6682510999999
Iteration 13,Turn 3,72.56978109999909
Iteration 13,Turn 4,91.85061449999921
Iteration 14,Turn 0,89.58163439999953
Iteration 14,Turn 1,79.80012270000043
Iteration 14,Turn 2,93.15622340000118
Iteration 14,Turn 3,73.20930120000048
Iteration 14,Turn 4,98.21378139999979
Iteration 15,Turn 0,85.48409100000026
Iteration 15,Turn 1,86.12718370000039
Iteration 15,Turn 2,81.4702359999992
Iteration 15,Turn 3,80.09743850000086
Iteration 15,Turn 4,98.49209960000007
Iteration 16,Turn 0,90.16699919999883
Iteration 16,Turn 1,88.38507030000073
Iteration 16,Turn 2,81.46410959999957
Iteration 16,Turn 3,81.61192609999853
Iteration 16,Turn 4,98.20487499999945
Iteration 17,Turn 0,81.38500210000166
Iteration 17,Turn 1,90.44577329999993
Iteration 17,Turn 2,78.23475800000051
Iteration 17,Turn 3,81.57113649999883
Iteration 17,Turn 4,105.56895780000013
Iteration 18,Turn 0,93.51366820000112
Iteration 18,Turn 1,80.39629679999962
Iteration 18,Turn 2,98.41304229999878
Iteration 18,Turn 3,76.45669599999928
Iteration 18,Turn 4,106.84512639999957
Iteration 19,Turn 0,83.25718469999993
Iteration 19,Turn 1,78.02754370000002
Iteration 19,Turn 2,79.4761297999994
Iteration 19,Turn 3,68.22370819999924
Iteration 19,Turn 4,74.95624520000092
Iteration 20,Turn 0,97.02022720000059
Iteration 20,Turn 1,70.16389429999981
Iteration 20,Turn 2,80.29489360000116
Iteration 20,Turn 3,78.85840439999993
Iteration 20,Turn 4,85.95789550000154
Iteration 21,Turn 0,115.80931370000144
Iteration 21,Turn 1,85.2714922999985
Iteration 21,Turn 2,101.79451489999883
Iteration 21,Turn 3,73.31268760000057
Iteration 21,Turn 4,110.25032980000105
Iteration 22,Turn 0,109.80862679999882
Iteration 22,Turn 1,89.42347609999888
Iteration 22,Turn 2,85.50534460000017
Iteration 22,Turn 3,86.3043460000008
Iteration 22,Turn 4,97.18235370000002
Iteration 23,Turn 0,92.9334228000007
Iteration 23,Turn 1,85.87528759999987
Iteration 23,Turn 2,78.72716489999948
Iteration 23,Turn 3,76.59457219999967
Iteration 23,Turn 4,94.62801539999964
Iteration 24,Turn 0,82.9076739000011
Iteration 24,Turn 1,74.84135750000132
Iteration 24,Turn 2,78.0287802999992
Iteration 24,Turn 3,85.37804949999918
Iteration 24,Turn 4,110.83596840000064
Iteration 25,Turn 0,102.31369020000056
Iteration 25,Turn 1,98.78214789999947
Iteration 25,Turn 2,86.38012849999905
Iteration 25,Turn 3,72.60706629999913
Iteration 25,Turn 4,98.79005110000071
